"","Name","Elevation","Replicate_num","Info.available.on.when.barnacle.first.present.","Month.added.to.dataset..Feb..Aug..Mar.","Month.first.present..Feb..Aug..Mar..Unk...if.covered.previously..etc.....","X18FebAfter_Barnacle_num","X18FebAfter_photo_num","X18FebAfter_X_pixels","X18FebAfter_Y_pixels","X18FebAfter_Angle_pixels","X18FebAfter_Length_pixels","X18FebAfter_notes","X18AugBefore_Survived...Dead..Alive..Absent..New..Covered.by.left.right.top.bottom.","New.August.ROI.barnacle.number..optional.","X18AugBefore_photo_num","X18AugBefore_X_pixels","X18AugBefore_Y_pixels","X18AugBefore_Angle_pixels","X18AugBefore_Length_pixels","X18AugBefore_notes","X18AugAfter_photo_num","X18AugAfter_Removed...Y...N..or.covered.by.left.right.top.bottom.","X18AugAfter_Removed_notes","Time2Start_Include_1","Time2Start_X_pixels","Time2Start_Y_pixels","Time2Start_Angle_pixels","Time2Start_Length_pixels","X19Mar_Survived...Dead..Alive..Alive.Blurry..Absent..Covered.by.right.left.top.bottom..New.","X19Mar_barnacle_num..optional.","X19Mar_photo_num","X19Mar_X_pixels","X19Mar_Y_pixels","X19Mar_Angle_pixels","X19Mar_Length_pixels","generated_uid","ID","Feb.scale","Aug.scale","Mar.scale","Feb.pixel_per_cm","Aug.pixel_per_cm","Mar.pixel_per_cm","Feb.Length","Feb.X","Feb.Y","Aug.Length","Aug.X","Aug.Y","Mar.Length","Mar.X","Mar.Y","change.Y.Aug.Feb","change.Y.Mar.Aug","growth.Aug.Feb","growth.Mar.Aug","y_init.plot","y_del.plot","rep","phot_1","phot_2"
"254","Addie","Upper",3,"N","","","37",,,,,,"","New","",5127,1988,1889.5,51.953,29.206,"","","N","",1,1988,1889.5,51.953,"29.206","","",5414,2092.333,1464.667,47.42,50.947,254,"Upper.3.254",,1324.5,1306.902,,220.75,217.817,,,,0.132303510758777,9.00566251415629,8.559456398641,0.233898180582783,9.60592148454896,6.72430067441935,,-1.83515572422165,,0.101594669824006,,,,"NA 5127","5127 5414"
"256","Addie","Upper",3,"N","","","39",,,,,,"","New","",5127,2241,2055.5,68.199,26.926,"","","N","",1,2241,2055.5,68.199,"26.926","","",5414,2331,1612.5,67.286,46.615,256,"Upper.3.256",,1324.5,1306.902,,220.75,217.817,,,,0.121975084937712,10.1517553793884,9.3114382785957,0.21400992576337,10.7016440406396,7.4030034386664,,-1.90843483992929,,0.0920348408256578,,,,"NA 5127","5127 5414"
"258","Addie","Upper",3,"N","","","41",,,,,,"","New","",5127,3050,2393,-43.152,43.863,"","","N","",1,3050,2393,-43.152,"43.863","","",5414,3152.333,1914.333,131.009,60.458,258,"Upper.3.258",,1324.5,1306.902,,220.75,217.817,,,,0.198699886749717,13.8165345413364,10.8403171007928,0.277563275593732,14.4723919620599,8.78872172511787,,-2.05159537567488,,0.0788633888440154,,,,"NA 5127","5127 5414"
"259","Addie","Upper",3,"N","","","42",,,,,,"","New","",5127,2925.5,2604.5,-22.891,48.847,"","","N","",1,2925.5,2604.5,-22.891,"48.847","","",5414,3060.333,2161.667,163.664,61.174,259,"Upper.3.259",,1324.5,1306.902,,220.75,217.817,,,,0.221277463193658,13.2525481313703,11.7984144960362,0.280850438670994,14.050019052691,9.92423456387701,,-1.87417993215923,,0.0595729754773364,,,,"NA 5127","5127 5414"
"260","Addie","Upper",3,"N","","","43",,,,,,"","New","",5127,1427.5,2084.5,92.291,25.02,"","","N","",1,1427.5,2084.5,92.291,"25.02","","",5414,1539,1682,66.801,45.695,260,"Upper.3.260",,1324.5,1306.902,,220.75,217.817,,,,0.113340883352208,6.46659116647792,9.44280860702152,0.209786196669681,7.06556421215975,7.72207862563528,,-1.72072998138624,,0.096445313317473,,,,"NA 5127","5127 5414"
"360","Sara","Upper",1,"N","","","21",4761,2374.333,633.333,55.008,47.898,"","Alive","",5123,1942,495.333,56.547,66.379,"","","N","",1,1942,495.333,56.547,"66.379","Alive","",5410,1942,495.333,56.547,66.379,360,"Upper.1.360",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.219616365999766,10.8865168719638,2.90388517114973,0.299228476569925,8.75430032839896,2.23290105281506,0.30739391207636,8.99319027482023,2.29383311966917,-0.670984118334676,0.0609320668541113,0.0796121105701589,0.00816543550643517,-187.167,148,"4761","4761 5123","5123 5410"
"362","Sara","Upper",1,"N","","","23",4761,2497,1205.333,105.154,48.999,"","Alive","",5123,2116.75,1104.25,95.404,73.787,"","","N","",1,2116.75,1104.25,95.404,"73.787","Alive","",5410,2116.75,1104.25,95.404,73.787,362,"Upper.1.362",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.224664543772653,11.4489554031779,5.52655336923454,0.332622841571356,9.54205212159552,4.97782499363262,0.341699552424387,9.80243847282477,5.11366135992288,-0.548728375601923,0.135836366290259,0.107958297798703,0.00907671085303086,384.833,111.083,"4761","4761 5123","5123 5410"
"366","Sara","Upper",1,"N","","","27",4761,2811.667,716.333,76.759,35.578,"","Alive","",5123,2399.333,537,92.121,54.016,"","","N","",1,2399.333,537,92.121,"54.016","Alive","",5410,2399.333,537,92.121,54.016,366,"Upper.1.366",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.16312812788717,12.8917301127701,3.28444716492777,0.243497572883006,10.8159019927078,2.42073083231217,0.250142206943712,11.1110495374126,2.48678845395389,-0.8637163326156,0.0660576216417197,0.080369444995836,0.00664463406070598,-104.167,189.333,"4761","4761 5123","5123 5410"
"368","Sara","Upper",1,"N","","","29",4761,2884,1084.333,73.856,39.016,"","Alive","",5123,2538,927.667,90,71.333,"","","N","",1,2538,927.667,90,"71.333","Alive","",5410,2538,927.667,90,71.333,368,"Upper.1.368",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.178891647581253,13.2233830127213,4.97175817348583,0.321560507376768,11.4409960007603,4.18181025887996,0.330335345970006,11.7532012963407,4.29592473875986,-0.789947914605876,0.114114479879905,0.142668859795514,0.00877483859323797,263.833,166.666,"4761","4761 5123","5123 5410"
"378","Sara","Upper",1,"N","","","39",4761,3197.667,1492.667,28.202,78.746,"","Alive","",5123,2902.667,1343,32.905,101.342,"","","N","",1,2902.667,1343,32.905,"101.342","Alive","",5410,2902.667,1343,32.905,101.342,378,"Upper.1.378",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.361057045325851,14.6615726380512,6.84400397068297,0.456837437631621,13.0848705825607,6.05408102010288,0.469303753259954,13.4419344157784,6.21928658037259,-0.789922950580087,0.165205560269701,0.0957803923057701,0.0124663156283336,672.167,159.667,"4761","4761 5123","5123 5410"
"387","Sara","Upper",1,"N","","","48",4761,3482.333,804.667,113.703,44.821,"","Alive","",5123,3129.5,638,99.039,44.553,"","","N","",1,3129.5,638,99.039,"44.553","Alive","",5410,3129.5,638,99.039,44.553,387,"Upper.1.387",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.205508061724404,15.9667902346875,3.68946599816138,0.200839517266302,14.1074062192196,2.87602657544724,0.20632008564061,14.4923733084706,2.95450844250016,-0.813439422714144,0.0784818670529184,-0.00466854445810219,0.00548056837430824,-15.833,176.667,"4761","4761 5123","5123 5410"
"395","Sara","Upper",1,"N","","","56",4761,4005.667,1490,7.125,32.249,"","Alive","",5123,3488,1423,168.69,50.99,"","","N","",1,3488,1423,168.69,"50.99","Blurry","",5410,3488,1423,168.69,50.99,395,"Upper.1.395",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.147864382377687,18.3663207220591,6.83177555095519,0.229856732103534,15.7234807134169,6.41471131169502,0.236129130851227,16.152547723261,6.58975785842903,-0.417064239260173,0.175046546734016,0.0819923497258468,0.00627239874769325,669.5,77,"4761","4761 5123","5123 5410"
"398","Sara","Upper",1,"N","","","59",4761,1811,679.333,-61.821,32.51,"","Alive","",5123,1398.5,550.5,131.82,25.495,"","","N","",1,1398.5,550.5,131.82,"25.495","Alive","",5410,1398.5,550.5,131.82,25.495,398,"Upper.1.398",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.14906108937017,8.30358759918111,3.11479904721949,0.114928366051767,6.30426828489492,2.48158719401835,0.118064565425614,6.47630102952425,2.54930548212592,-0.633211853201145,0.0677182881075731,-0.0341327233184029,0.00313619937384663,-141.167,138.833,"4761","4761 5123","5123 5410"
"405","Sara","Upper",1,"N","","","67",4761,2098.667,1113.333,129.806,39.777,"","Alive","",5123,1708.333,1025.333,125.838,43.868,"","","N","",1,1708.333,1025.333,125.838,"43.868","Alive","",5410,1708.333,1025.333,125.838,43.868,405,"Upper.1.405",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.182380896704929,9.62256503368891,5.10472561709503,0.197751620394545,7.70095784908073,4.62207673461292,0.203147925322252,7.91110387320003,4.74820533679312,-0.48264888248211,0.126128602180204,0.0153707236896153,0.00539630492770754,292.833,98,"4761","4761 5123","5123 5410"
"418","Sara","Upper",1,"N","","","80",4761,2776.667,1024.667,1.364,42.005,"","Alive","",5123,2397.333,877,-174.999,80.277,"","","N","",1,2397.333,877,-174.999,"80.277","Alive","",5410,2397.333,877,-174.999,80.277,418,"Upper.1.418",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.192596464441525,12.7312521635866,4.69818453588631,0.361878973976768,10.806886235418,3.95340957157873,0.371754034856716,11.1017877554612,4.06129138569379,-0.744774964307582,0.107881814115062,0.169282509535243,0.00987506087994849,204.167,157.667,"4761","4761 5123","5123 5410"
"426","Sara","Upper",1,"N","","","88",4761,3105.333,1227,85.601,26.034,"","Alive","",5123,2803.333,1068.667,98.746,65.997,"","","N","",1,2803.333,1068.667,98.746,"65.997","Alive","",5410,2803.333,1068.667,98.746,65.997,426,"Upper.1.426",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.119368083686958,14.238213467768,5.62589838994766,0.297506466927573,12.637084965248,4.81742114781109,0.305624911723641,12.9819294915976,4.94888036633435,-0.808477242136576,0.131459218523262,0.178138383240615,0.0081184447960681,406.5,168.333,"4761","4761 5123","5123 5410"
"447","Sara","Upper",1,"N","","","109",4761,2688.667,1331,141.71,24.157,"","Alive","",5123,2354,1240,138.094,51.932,"","","N","",1,2354,1240,138.094,"51.932","Alive","",5410,2354,1240,138.094,51.932,447,"Upper.1.447",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.110761880526459,12.3277647484967,6.10274715323581,0.234103153787031,10.6115463300984,5.58976951967802,0.240491430150342,10.9011173568109,5.74230480987491,-0.512977633557792,0.152535290196894,0.123341273260572,0.0063882763633106,510.5,101,"4761","4761 5123","5123 5410"
"450","Sara","Upper",1,"N","","","112",4761,3003.333,1263,-135,93.338,"","Alive","",5123,2658,1106.5,44.648,115.261,"","","N","",1,2658,1106.5,44.648,"115.261","Alive","",5410,2658,1106.5,44.648,115.261,450,"Upper.1.450",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.427962594882587,13.7705348730046,5.79096142339356,0.519582600490006,11.9819414381485,4.98796772058365,0.5337611247508,12.3089082134254,5.12408086461822,-0.80299370280991,0.136113144034567,0.0916200056074189,0.0141785242607938,442.5,166.5,"4761","4761 5123","5123 5410"
"453","Sara","Upper",1,"N","","","115",4761,3136.667,1302.667,157.249,34.052,"","Alive","",5123,2831,1147.667,167.829,51.919,"","","N","",1,2831,1147.667,167.829,"51.919","Alive","",5410,2831,1147.667,167.829,51.919,453,"Upper.1.453",1308.591,1331.003,1295.647,218.0985,221.833833333333,215.941166666667,0.156131289302769,14.3818824980456,5.97283796082963,0.234044551364648,12.7618044437165,5.17354356075831,0.240431228567658,13.1100523522225,5.31472075341509,-0.799294400071311,0.141177192656774,0.0779132620618784,0.00638667720301012,482.167,165,"4761","4761 5123","5123 5410"
"499","Sara","Upper",1,"N","","","New 35",,,,,,"","New","",5123,2992,2559,-38.83,53.099,"35","","N","",1,2992,2559,-38.83,"53.099","Alive","",5410,2984.333,2423.333,127.875,69.346,499,"Upper.1.499",,1331.003,1295.647,,221.833833333333,215.941166666667,,,,0.239363848165631,13.4875729055457,11.5356614523033,0.321133765601279,13.8201207582003,11.2221909208295,,-0.313470531473746,,0.0817699174356473,,,,"NA 5123","5123 5410"
"509","Sara","Upper",1,"N","","","New 45",,,,,,"","New","",5123,3328.333,2615.667,8.455,74.204,"45","","N","",1,3328.333,2615.667,8.455,"74.204","Alive","",5410,3292.333,2472,8.027,78.065,509,"Upper.1.509",,1331.003,1295.647,,221.833833333333,215.941166666667,,,,0.33450262696628,15.0037212538214,11.7911094114739,0.361510504018456,15.2464351787177,11.4475624919442,,-0.343546919529723,,0.0270078770521753,,,,"NA 5123","5123 5410"
"636","Sara","Upper",2,"N","","","1",4763,1443.5,381,99.039,44.553,"","Alive","1",5125,1611,600.5,85.515,51.157,"","IMGP5197_U2","N","",1,1611,600.5,85.515,"51.157","Alive","",5413,1432,355,90,70,636,"Upper .2.636",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.206417108996029,6.68783464269002,1.76519916790086,0.234336743691753,7.37956670812233,2.75073234526844,0.323208444051464,6.61192131259566,1.63912853768957,0.985533177367578,-1.11160380757888,0.0279196346957236,0.088871700359711,-439.5,-209.5,"4763","4763 5125","5125 5413"
"656","Sara","Upper",2,"N","","","21",4763,1453.667,1896.333,-2.246,51.351,"","Alive","21",5125,1502.5,2084.5,0.83,69.007,"","IMGP5197_U2","N","",1,1502.5,2084.5,0.83,"69.007","Alive","",5413,1361.333,1842.333,17.281,94.892,656,"Upper .2.656",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.237912709897316,6.73493905198149,8.78584103323609,0.316102892506144,6.88255678395643,9.54854550160211,0.438141366756165,6.28563315379874,8.50653689078094,0.762704468366021,-1.04200861082117,0.0781901826088282,0.122038474250021,1075.833,-178.167,"4763","4763 5125","5125 5413"
"663","Sara","Upper",2,"N","","","28",4763,1597.333,414.333,93.18,36.056,"","Alive","28",5125,1758,643.5,96.459,53.339,"","IMGP5197_U2","N","",1,1758,643.5,96.459,"53.339","Alive","",5413,1576,384,98.036,85.513,663,"Upper .2.663",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.167049924403763,7.40055349727189,1.91963324628312,0.24433191101461,8.05293499247614,2.9477040202835,0.394836052516755,7.27680725464439,1.7730291787966,1.02807077400038,-1.1746748414869,0.0772819866108476,0.150504141502145,-406.167,-219.167,"4763","4763 5125","5125 5413"
"668","Sara","Upper",2,"N","","","33",4763,1618,651.333,119.539,34.319,"","Alive","33",5125,1765,832.5,111.801,48.466,"","IMGP5197_U2","N","",1,1765,832.5,111.801,"48.466","Alive","",5413,1593,578,122.196,63.812,668,"Upper .2.668",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.15900228410286,7.49630512772598,3.01767052395374,0.222009981425113,8.08500014887394,3.81346324302411,0.294636817597315,7.35530073391403,2.6687782951678,0.795792719070374,-1.14468494785631,0.0630076973222526,0.0726268361722016,-169.167,-171.167,"4763","4763 5125","5125 5413"
"669","Sara","Upper",2,"N","","","34",4763,1609.667,699,49.97,33.119,"","Alive","34",5125,1749,925,58.671,53.852,"","IMGP5197_U2","N","",1,1749,925,58.671,"53.852","Alive","",5413,1585,657.5,60.408,93.15,669,"Upper .2.669",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.153442601684275,7.45769776639759,3.238515008826,0.246681828904906,8.01170836282182,4.2371813811379,0.43009809376277,7.31836262602243,3.03585074234054,0.998666372311905,-1.20133063879736,0.0932392272206312,0.183416264857863,-121.5,-216,"4763","4763 5125","5125 5413"
"670","Sara","Upper",2,"N","","","35",4763,1895,860.333,126.158,32.551,"","Alive","35",5125,2023,1069.333,120.256,42.09,"","IMGP5197_U2","N","",1,2023,1069.333,120.256,"42.09","Alive","",5413,1865,803.5,126.69,63.6,670,"Upper .2.670",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.150811018672811,8.77966515268278,3.98598187852403,0.192803204683345,9.26683019896429,4.89833284090415,0.293657957738187,8.61119640222829,3.70997121136216,0.912350962380118,-1.18836162954198,0.041992186010534,0.100854753054842,39.833,-199,"4763","4763 5125","5125 5413"
"672","Sara","Upper",2,"N","","","37",4763,1693.667,1099.667,-137.203,36.782,"","Alive","37",5125,1791.5,1305,-149.216,54.708,"","IMGP5197_U2","N","",1,1791.5,1305,-149.216,"54.708","Alive","",5413,1634.5,1036.5,27.897,57.706,672,"Upper .2.672",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.170413532267007,7.84687553569857,5.09483273849879,0.250602939458694,8.20638966952276,5.97786129987563,0.266443806749054,7.54691716860168,4.78579360370489,0.88302856137684,-1.19206769617074,0.0801894071916875,0.0158408672903597,279.167,-195.333,"4763","4763 5125","5125 5413"
"674","Sara","Upper",2,"N","","","39",4763,1521.667,1564.333,35.676,47.898,"","Alive","39",5125,1608,1772,35.754,61.612,"","IMGP5197_U2","N","",1,1608,1772,35.754,"61.612","Alive","",5413,1479.5,1528.5,33.887,80.709,674,"Upper .2.674",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.221914723737836,7.04998772236799,7.2476622307608,0.282228345140182,7.36582449823756,8.11706530527174,0.372654718727852,6.83124132820201,7.05748723903804,0.869403074510944,-1.0595780662337,0.0603136214023457,0.0904263735876696,743.833,-197.667,"4763","4763 5125","5125 5413"
"687","Sara","Upper",2,"N","","","52",4763,1542,1909,155.298,55.176,"","Alive","52",5125,1593.667,2097.333,148.276,64.598,"","IMGP5197_U2","N","",1,1593.667,2097.333,148.276,"64.598","Alive","",5413,1461.5,1847,143.267,83.6,687,"Upper .2.687",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.255634197606557,7.14419190788224,8.84452811423294,0.295906424712158,7.30016880014475,9.60733009475254,0.386003227467177,6.74813058544592,8.5280856594722,0.762801980519596,-1.07924443528034,0.0402722271056012,0.090096802755019,1088.5,-178.333,"4763","4763 5125","5125 5413"
"690","Sara","Upper",2,"N","","","55",4763,1777,2056.333,-169.461,43.538,"","Alive","55",5125,1826,2276.5,13.069,57.489,"","IMGP5197_U2","N","",1,1826,2276.5,13.069,"57.489","Alive","",5413,1700.5,2027.5,-161.003,64.514,690,"Upper .2.690",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.201714544283643,8.23296304818855,9.52713202238081,0.263341968021878,8.36442508319763,10.4280469342275,0.297878136564802,7.85165655870735,9.36150171877633,0.900914911846682,-1.06654521545116,0.0616274237382349,0.0345361685429246,1235.833,-210.167,"4763","4763 5125","5125 5413"
"699","Sara","Upper",2,"N","","","64",4763,2071.667,347.667,80.362,53.375,"","Alive","64",5125,2221,561,98.13,70.711,"","IMGP5197_U2","N","",1,2221,561,98.13,"70.711","Alive","",5413,2033.333,300.667,100.513,98.452,699,"Upper .2.699",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.247290040909996,9.59817549755297,1.61076508951861,0.323908467720694,10.1738160513592,2.56979324845228,0.454578824767925,9.38843421669279,1.38825876068031,0.959028158933675,-1.18153448777198,0.0766184268106976,0.130670357047231,-472.833,-203.333,"4763","4763 5125","5125 5413"
"700","Sara","Upper",2,"N","","","65",4763,2128.25,337.75,-68.199,26.277,"","Alive","65",5125,2282.5,589,109.502,50.922,"","IMGP5197_U2","N","",1,2282.5,589,109.502,"50.922","Alive","",5413,2113.667,336,-65.283,69.519,700,"Upper .2.700",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.121743145760974,9.86032842279531,1.56481894739768,0.233260270584113,10.455531353997,2.69805387404348,0.320987540314482,9.75935746161323,1.55140053144703,1.1332349266458,-1.14665334259646,0.111517124823139,0.0877272697303693,-482.75,-241.25,"4763","4763 5125","5125 5413"
"702","Sara","Upper",2,"N","","","67",4763,2021.333,450.667,86.906,37.387,"","Alive","67",5125,2169.667,697.667,71.94,48.282,"","IMGP5197_U2","N","",1,2169.667,697.667,71.94,"48.282","Alive","",5413,1986.667,457,73.523,73.817,702,"Upper .2.702",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.17321653881971,9.3649746185054,2.08797116378052,0.221167125885514,9.93867309802089,3.19582878122631,0.340832538779242,9.17296499883414,2.11008941330741,1.10785761744579,-1.08573936791889,0.0479505870658033,0.119665412893728,-369.833,-237,"4763","4763 5125","5125 5413"
"705","Sara","Upper",2,"N","","","70",4763,2062.667,840.333,23.962,88.609,"","Alive","70",5125,2191,1075,18.825,92.973,"","IMGP5197_U2","N","",1,2191,1075,18.825,"92.973","Alive","",5413,2034.333,804.333,27.512,107.342,705,"Upper .2.705",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.410531582857028,9.55647787941358,3.89332050488094,0.425884826538956,10.0363939525115,4.92429187537648,0.495626297162461,9.39305148017924,3.71381739184637,1.03097137049554,-1.2104744835301,0.0153532436819276,0.0697414706235051,19.833,-224.667,"4763","4763 5125","5125 5413"
"706","Sara","Upper",2,"N","","","71",4763,2228.333,929.667,-44.029,41.015,"","Alive","71",5125,2340.5,1174,-34.249,56.859,"","IMGP5197_U2","N","",1,2340.5,1174,-34.249,"56.859","Alive","",5413,2178.667,907.667,139.128,68.986,706,"Upper .2.706",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.190025311998567,10.3240198357114,4.30721106253253,0.260456103946076,10.721214078436,5.37778480157394,0.318526538876204,10.0594795882324,4.19093769695515,1.07057373904141,-1.1868471046188,0.0704307919475087,0.0580704349301287,109.167,-234.333,"4763","4763 5125","5125 5413"
"708","Sara","Upper",2,"N","","","73",4763,2127.667,1111.667,150.422,42.672,"","Alive","73",5125,2213.5,1367.5,135,55.154,"","IMGP5197_U2","N","",1,2213.5,1367.5,135,"55.154","Alive","",5413,2046,1107,-48.576,68.485,708,"Upper .2.708",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.197702306804897,9.85762734375362,5.15042956268465,0.252645947994897,10.1394605266473,6.26415733914171,0.316213289869493,9.44692109327565,5.11131067949958,1.11372777645706,-1.15284665964213,0.0549436411900002,0.063567341874596,291.167,-245.833,"4763","4763 5125","5125 5413"
"711","Sara","Upper",2,"N","","","76",4763,2203.333,1280.667,-115.866,36.691,"","Alive","76",5125,2277.5,1511,59.199,60.539,"","IMGP5197_U2","N","",1,2277.5,1511,59.199,"60.539","Alive","",5413,2143.667,1228,-99.31,61.485,711,"Upper .2.711",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.169991923016931,10.2081931186575,5.93341816996876,0.277313214738062,10.4326276708557,6.92149304529661,0.283892445464347,9.89787536620671,5.66999956135997,0.988074875327857,-1.25149348393665,0.107321291721131,0.00657923072628464,460.167,-220.333,"4763","4763 5125","5125 5413"
"712","Sara","Upper",2,"N","","","77",4763,1918,1394.333,84.999,79.672,"","Alive","77",5125,2005.5,1628.5,79.186,90.609,"","IMGP5197_U2","N","",1,2005.5,1628.5,79.186,"90.609","Alive","",5413,1872,1379,77.593,102.391,712,"Upper .2.712",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.369125848044613,8.88622573237233,6.46004055479453,0.415055965149756,9.18666730796979,7.45972959911683,0.472766225641049,8.64351724663344,6.36720634781384,0.999689044322301,-1.09252325130299,0.0459301171051423,0.0577102604912936,573.833,-224.167,"4763","4763 5125","5125 5413"
"715","Sara","Upper",2,"N","","","80",4763,2359.667,1665,-33.944,62.868,"","Alive","80",5125,2440.5,1912.5,-39.898,79.511,"","IMGP5197_U2","N","",1,2440.5,1912.5,-39.898,"79.511","Alive","",5413,2311.5,1631,140.11,87.321,715,"Upper .2.715",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.291271761909689,10.9324992780135,7.71405935578724,0.364218950049357,11.1792877412617,8.76065880154188,0.403184064900256,10.672804548928,7.53075674639911,1.04659944575463,-1.22990205514277,0.0729471881396683,0.0389651148508982,844.5,-237.5,"4763","4763 5125","5125 5413"
"716","Sara","Upper",2,"N","","","81",4763,2248.333,1762,38.157,53.099,"","Alive","81",5125,2318.5,2003.5,40.684,75.166,"","IMGP5197_U2","N","",1,2318.5,2003.5,40.684,"75.166","Alive","",5413,2184,1736.5,44.534,86.977,716,"Upper .2.716",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.246011313953722,10.4166812093545,8.16346701795623,0.34431564939958,10.6204378726143,9.17750583471328,0.401595726260917,10.0841034544057,8.01787804421953,1.01403881675705,-1.15962779049375,0.0983043354458581,0.0572800768613371,941.5,-231.5,"4763","4763 5125","5125 5413"
"717","Sara","Upper",2,"N","","","82",4763,1981,1871.667,-12.011,47.726,"","Alive","82",5125,2042,2098,-13.57,59.666,"","IMGP5197_U2","N","",1,2042,2098,-13.57,"59.666","Alive","",5413,1913.5,1842.5,-13.841,71.063,717,"Upper .2.717",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.221117835924506,9.17810905934807,8.67156176112207,0.273314231661593,9.35386419490118,9.61038544608358,0.32811659513756,8.83513368132109,8.50730797378318,0.938823684961516,-1.10307747230041,0.0521963957370878,0.0548023634759663,1051.167,-216.333,"4763","4763 5125","5125 5413"
"719","Sara","Upper",2,"N","","","84",4763,2007,2325.667,33.69,32.173,"","Alive","84",5125,2066.667,2521,124.778,43.64,"","IMGP5197_U2","N","",1,2066.667,2521,124.778,"43.64","Alive","",5413,1942.333,2279.667,15.945,58.241,719,"Upper .2.719",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.149059718710957,9.29856884508408,10.7749749428202,0.199903346457144,9.4668572253104,11.5480370398364,0.268914042714304,8.96826323942589,10.5258232003638,0.773062097016165,-1.02221383947254,0.050843627746187,0.0690106962571607,1505.167,-185.333,"4763","4763 5125","5125 5413"
"726","Sara","Upper",2,"N","","","91",4763,2765.75,830.25,115.741,61.939,"","Alive","91",5125,2869.5,1100.5,107.904,68.308,"","IMGP5197_U2","N","",1,2869.5,1100.5,107.904,"68.308","Alive","",5413,2696.667,819,112.834,62.154,726,"Upper .2.726",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.286967641103968,12.8139097076688,3.84660527335877,0.312900957602992,13.144423754784,5.04110065939704,0.286981394736781,12.4512220742133,3.78153879540213,1.19449538603826,-1.25956186399491,0.0259333164990245,-0.0259195628662108,9.75,-260.25,"4763","4763 5125","5125 5413"
"733","Sara","Upper",2,"N","","","98",4763,2748.333,1638,-116.565,44.721,"","Alive","98",5125,2781.5,1926,68.009,56.08,"","IMGP5197_U2","N","",1,2781.5,1926,68.009,"56.08","Alive","",5413,2642,1642.5,77.845,66.491,733,"Upper .2.733",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.207195464534631,12.7332155504317,7.58896650136907,0.256887710112663,12.7413189314974,8.82249874602335,0.307006466477513,12.1988101311995,7.58385527649328,1.23353224465428,-1.23864346953007,0.0496922455780318,0.0501187563648495,817.5,-278,"4763","4763 5125","5125 5413"
"739","Sara","Upper",2,"N","","","104",4763,2704.5,1911.75,-97.431,22.699,"","Alive","104",5125,2883.5,2051.5,70.278,56.303,"","IMGP5197_U2","N","",1,2883.5,2051.5,70.278,"56.303","Alive","",5413,2740,1762,-105.018,84.9,739,"Upper .2.739",1295.038,1309.833,1299.471,215.839666666667,218.3055,216.5785,0.105166026016225,12.5301342508868,8.85726905310887,0.257909214380765,13.2085540675796,9.39738119286962,0.392005669999561,12.6513019528716,8.13561826312399,0.540112139760758,-1.26176292974563,0.15274318836454,0.134096455618797,1091.25,-129.75,"4763","4763 5125","5125 5413"
